parking brake,out_of_scope
operating the radio,out_of_scope
opening the windows,out_of_scope
light bulbs replacement,out_of_scope
Is there a warning light for low washer fluid?,out_of_scope
Is there an automatic parallel park feature?,out_of_scope
Is there a lane change assist feature?,out_of_scope
how to turn on warning lights,out_of_scope
how to replace light bulbs,out_of_scope
How to connect bluetooth?,out_of_scope
how to adjust the vehicle to vehicle distance,out_of_scope
how do i wash the car,out_of_scope
how do i use the traction control,out_of_scope
how do i use the pre collision system,out_of_scope
how do i use the iPod,out_of_scope
how do i use the electric power steering,out_of_scope
how do i use the blind spot monitor,out_of_scope
How do I use cruise control?,out_of_scope
how do i unlock the windows,out_of_scope
how do i turn on windscreen washer,out_of_scope
how do i turn on traffic info,out_of_scope
how do i turn on the traction control,out_of_scope
how do i turn on the pre collision system,out_of_scope
How do I turn on the high-beams?,out_of_scope
how do i turn on the fog lamps,out_of_scope
how do i turn on the cruise control,out_of_scope
how do i turn on the alarm,out_of_scope
how do i turn on high beams,out_of_scope
how do i turn on headlamps,out_of_scope
how do i turn on front seat heating,out_of_scope
how do i turn on cruise control,out_of_scope
how do i turn on ambient lights,out_of_scope
how do i turn on adaptive cruise control,out_of_scope
how do i turn off voice guidance,out_of_scope
how do i turn off the traction control,out_of_scope
how do i turn off the high beams,out_of_scope
how do i turn off the cruise control,out_of_scope
how do i turn off the alarm,out_of_scope
how do i turn off ambient lights,out_of_scope
how do i tune the radio,out_of_scope
how do i switch on the cruise control,out_of_scope
how do i set the vehicle speed,out_of_scope
how do i set the cruise speed,out_of_scope
how do i set the adaptive cruise control speed,out_of_scope
how do i select the song on the iPod,out_of_scope
how do i select a desired track on the iPod,out_of_scope
how do i scroll the screen,out_of_scope
how do i save the seat position,out_of_scope
how do i save my favourite radio station,out_of_scope
how do i resume the vehicle speed,out_of_scope
how do i resume the cruise speed,out_of_scope
how do i resume cruise control,out_of_scope
how do i refill the engine oil,out_of_scope
How do I program my radio stations?,out_of_scope
how do i play the track on the iPod,out_of_scope
how do i play an iPod,out_of_scope
how do i pause song in my iPod,out_of_scope
How do I pair my iPhone to the radio?,out_of_scope
How do I pair my android phone to the radio?,out_of_scope
how do i open the window,out_of_scope
how do i open the tank fuel,out_of_scope
how do i open the side window,out_of_scope
how do i open the rear window,out_of_scope
how do i open the power windows,out_of_scope
how do i open the fuel filler flap,out_of_scope
how do i open the doors,out_of_scope
how do i lock the windows to prevent children from opening,out_of_scope
how do i lock the windows,out_of_scope
how do i lock the window,out_of_scope
how do i find the fuel consumption,out_of_scope
how do i disable the vehicle stability control,out_of_scope
how do i control a phone,out_of_scope
how do i connect USB device,out_of_scope
how do i connect my phone,out_of_scope
how do i close the window,out_of_scope
how do i clean the vehicle,out_of_scope
how do i change the lights bulb,out_of_scope
how do i change the headlight bulbs,out_of_scope
how do i cancel cruise control,out_of_scope
how do i browse the tracks on the iPod,out_of_scope
how do i arm the alarm,out_of_scope
how do i adjust the vehicle distance,out_of_scope
how do i adjust the rear view mirror,out_of_scope
how do i adjust the mirror inside,out_of_scope
how do i adjust the mirror,out_of_scope
how do i adjust the cruise control speed,out_of_scope
how do i adjust head restraint,out_of_scope
how do i adjust exterior mirrors,out_of_scope
how can i replace light bulb,out_of_scope
how can i lock the car,out_of_scope
how can i find current level of oil,out_of_scope
how can i connect the phone,out_of_scope
hi to switch on the fog lights,out_of_scope
fuel tank flap,out_of_scope
coolant level,out_of_scope
changing the light bulb,out_of_scope
changing gears,out_of_scope
change bulb,out_of_scope
Can I play music through bluetooth from my phone?,out_of_scope
What's your phone number?,phone
use the phone,phone
text someone,phone
text mom,phone
smartphone,phone
make a phone call,phone
I would like to call someone on the phone,phone
I want to text my father,phone
I'd like to make a call,phone
I'd like to call my mom,phone
do you have a phone?,phone
dial Home,phone
call on the telephone,phone
call dad,phone
answer the phone,phone
Need an appointment,schedule_service
I want to schedule service,schedule_service
I have a recall,schedule_service
I need an oil change,schedule_service
I need scheduled maintenance,schedule_service
I want an inspection,schedule_service
I'd like to schedule service,schedule_service
I'd like to schedule an oil change,schedule_service
need service,schedule_service
when will we arrive?,traffic_update
when rain there is lot of trafic jams,traffic_update
when do we arrive?,traffic_update
whats the traffic like on 101,traffic_update
what's the Estimated Time of Arrival?,traffic_update
whats my ETA,traffic_update
traffic conditions on 85,traffic_update
traffic conditions,traffic_update
jam?,traffic_update
is there an accident ahead,traffic_update
is the highway busy?,traffic_update
hows traffic looking,traffic_update
hows traffic?,traffic_update
hows traffic,traffic_update
how's traffic?,traffic_update
how's traffic,traffic_update
how's the traffic today?,traffic_update
How's the traffic?,traffic_update
How long will it take to get there?,traffic_update
how long until I arrive,traffic_update
how long it would take me get home?,traffic_update
how is traffic looking this evening?,traffic_update
how far,traffic_update
give me traffic updates,traffic_update
ETA,traffic_update
Estimated time left?,traffic_update
Are there any jams,traffic_update
are there any accidents ahead,traffic_update
turn this down,turn_down
turn the down for me,turn_down
turn the down,turn_down
turn my down,turn_down
turn it down,turn_down
turn down the,turn_down
the needs to be turned down,turn_down
reduce the,turn_down
please turn the down,turn_down
lower the,turn_down
lessen the,turn_down
I need you to turn my down,turn_down
decrease the,turn_down
will you turn my off please,turn_off
turn the off,turn_off
turn off the please,turn_off
turn off the for me,turn_off
turn off my please,turn_off
Turn off my,turn_off
turn off,turn_off
switch off the,turn_off
switch off please,turn_off
switch off,turn_off
switch it off,turn_off
stop,turn_off
shut off,turn_off
power off,turn_off
off,turn_off
I want the off,turn_off
I need my off,turn_off
I don't need the anymore,turn_off
cancel,turn_off
watson please turn my on,turn_on
turn the on,turn_on
turn on the please,turn_on
turn on the light,turn_on
Turn on the,turn_on
turn on my,turn_on
turn on,turn_on
turn my on for me,turn_on
turn my on,turn_on
switch on the,turn_on
switch on,turn_on
start,turn_on
power on the,turn_on
power on,turn_on
play me some,turn_on
play,turn_on
on now,turn_on
on,turn_on
can you turn on the,turn_on
turn on the lights,turn_on
turn up this,turn_up
turn up the,turn_up
turn the up now,turn_up
turn the up,turn_up
step up the,turn_up
please turn up the,turn_up
please turn the up,turn_up
please turn my up,turn_up
play the louder,turn_up
magnify the,turn_up
intensify,turn_up
increase the for me,turn_up
increase the,turn_up
enhance the,turn_up
can you turn the up,turn_up
can you turn my up,turn_up
can you increase the,turn_up
boost,turn_up
amplify the,turn_up
when will the sun come out,weather
When will the rain stop?,weather
whats the weather outside?,weather
whats the weather like right now,weather
what's the weather,weather
what is the weather like?,weather
tell me the weather,weather
it's hot,weather
It's cold here,weather
is it raining?,weather
is it raining,weather
is it dark outside,weather
how warm is it?,weather
how long will it rain,weather
how hot is it outside?,weather
how hot is it outside,weather
how hot,weather
how cold is it outside,weather
how cold is it out?,weather
how cold?,weather
hot,weather
do I need a jacket?,weather
Does the weather get worse,weather
cold,weather
check weather,weather
check the wheather,weather
check the weather,weather
